,total_demand,avg_wind_speed,prcp,snowfall,temp_obs,weekend,holiday,qt_1,qt_2,qt_3,qt_4,foggy,rainy,snowy,windy
2015-01-10,2673.0,7.83,0.0,0.0,16.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-11,3451.0,4.92,0.0,0.0,15.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-12,2155.0,4.03,0.525,0.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-13,5473.0,12.08,0.3433333333333333,0.0,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-14,4555.0,8.05,0.03333333333333333,0.10000000000000002,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-15,5774.0,5.82,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-16,5683.0,9.62,0.0,0.0,29.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-17,4217.0,8.95,0.0,0.0,24.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-18,2523.0,4.92,0.44,0.0,35.5,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-19,4634.0,6.26,0.12666666666666668,0.0,40.5,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-20,6263.0,2.01,0.0,0.0,29.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-21,5350.0,4.47,0.02666666666666667,0.2,33.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-22,6369.0,8.28,0.07,0.26666666666666666,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-23,4733.0,5.14,0.21666666666666667,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
2015-01-24,3472.0,9.62,0.5966666666666667,0.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-25,5159.0,6.04,0.006666666666666667,0.0,36.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-26,2429.0,13.2,0.13999999999999999,0.16666666666666666,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-27,4067.0,14.76,0.1466666666666667,0.4000000000000001,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-28,5094.0,13.42,0.0,0.0,22.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-29,4628.0,5.82,0.016666666666666666,0.0,21.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-01-30,4848.0,15.43,0.03666666666666667,0.0,33.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-01-31,3331.0,9.62,0.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-01,3587.0,4.03,0.02,0.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-02,3881.0,12.3,0.13666666666666666,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-02-03,5117.0,9.4,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-04,6074.0,8.72,0.0,0.0,32.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-05,4986.0,16.78,0.0,0.0,30.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-06,4927.0,7.16,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-07,4925.0,3.8,0.0,0.0,27.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-08,6647.0,4.7,0.0,0.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-09,4939.0,10.51,0.023333333333333334,0.0,38.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-02-10,5667.0,15.21,0.09000000000000001,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
2015-02-11,6592.0,7.61,0.0,0.0,28.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-12,5439.0,13.2,0.0,0.0,33.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-13,4010.0,12.97,0.0,0.0,14.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-14,2933.0,13.42,0.0,0.05,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-02-15,1041.0,21.92,0.013333333333333334,0.09999999999999999,8.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-16,1315.0,7.61,0.09666666666666666,1.45,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-17,1178.0,5.82,0.115,0.9,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-02-18,3143.0,7.83,0.15,1.2333333333333334,16.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-02-19,2682.0,16.33,0.0,0.03333333333333333,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-20,2484.0,8.72,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-21,741.0,9.84,0.2333333333333333,1.3,17.5,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
2015-02-22,1989.0,3.36,0.45,2.3333333333333335,29.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-02-23,3597.0,14.76,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-24,3871.0,8.5,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-25,4950.0,4.25,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-26,3475.0,6.93,0.08666666666666667,1.7666666666666668,29.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-02-27,4640.0,10.29,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-02-28,3222.0,5.14,0.0,0.0,19.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-01,768.0,5.59,0.17,0.05,27.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
2015-03-02,4067.0,9.4,0.3666666666666667,0.06666666666666667,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-03,3831.0,9.17,0.11333333333333333,0.0,29.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
2015-03-04,4141.0,5.82,0.19999999999999998,0.0,40.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-05,538.0,12.75,0.51,1.5999999999999999,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
2015-03-06,1928.0,7.38,0.34,3.4333333333333336,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-07,3182.0,7.83,0.0,0.0,21.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-08,5348.0,5.82,0.0,0.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-09,7942.0,2.91,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-10,3941.0,3.58,0.14666666666666667,0.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-11,7700.0,6.26,0.3666666666666667,0.0,46.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-12,8999.0,8.95,0.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-13,7908.0,4.92,0.0033333333333333335,0.0,36.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-14,3547.0,8.05,0.4466666666666666,0.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-15,6416.0,12.75,0.20333333333333334,0.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-16,8781.0,3.58,0.0,0.0,39.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-17,9027.0,14.54,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-18,7382.0,10.51,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-19,8044.0,4.25,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-20,2905.0,8.5,0.38,0.25,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-21,9043.0,6.04,0.19000000000000003,0.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2015-03-22,7953.0,11.41,0.0,0.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-23,7967.0,8.05,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-24,7729.0,5.82,0.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-25,7423.0,4.7,0.0,0.0,33.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-26,8536.0,10.51,0.11666666666666665,0.0,52.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1
2015-03-27,6002.0,11.63,0.63,0.0,41.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-28,4573.0,15.88,0.016666666666666666,0.0,30.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-29,5672.0,9.84,0.0,0.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2015-03-30,8952.0,11.18,0.013333333333333334,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
2015-03-31,8011.0,14.09,0.0033333333333333335,0.0,41.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1
2015-04-01,9877.0,8.5,0.0,0.0,37.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-02,11276.0,15.66,0.01,0.0,45.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-03,6428.0,12.3,0.06333333333333334,0.0,63.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-04,10438.0,13.87,0.15,0.0,52.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-05,10187.0,10.96,0.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-06,12640.0,10.74,0.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-07,11117.0,8.05,0.06666666666666667,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-08,7441.0,11.18,0.19333333333333336,0.0,45.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-09,7828.0,8.28,0.07,0.0,42.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-10,9398.0,6.93,0.03333333333333333,0.0,44.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-11,16746.0,10.96,0.006666666666666667,0.0,58.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-12,15752.0,4.92,0.0,0.0,47.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-13,12696.0,12.08,0.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-14,3825.0,7.61,0.37333333333333335,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-15,11129.0,6.93,0.2333333333333333,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-16,11691.0,6.26,0.02,0.0,54.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-17,12550.0,5.82,0.043333333333333335,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-18,16008.0,3.8,0.05666666666666667,0.0,61.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-19,10255.0,13.42,0.12333333333333334,0.0,61.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-04-20,9068.0,11.63,1.2066666666666668,0.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-04-21,11644.0,11.41,0.5533333333333333,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-04-22,10545.0,11.86,0.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-23,10107.0,12.3,0.01,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-24,10376.0,12.75,0.0,0.0,42.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-25,7192.0,6.26,0.09000000000000001,0.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-26,10337.0,4.7,0.12,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-27,8869.0,12.3,0.0,0.0,49.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-28,10999.0,11.63,0.006666666666666667,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-29,11664.0,4.03,0.0,0.0,54.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-04-30,10257.0,6.49,0.18000000000000002,0.0,53.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-05-01,10356.0,7.16,0.27666666666666667,0.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-05-02,12579.0,4.92,0.0,0.0,54.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-03,12106.0,4.7,0.0,0.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-04,11992.0,9.62,0.0,0.0,59.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-05,11100.0,6.93,0.016666666666666666,0.0,65.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-05-06,11489.0,5.37,0.02,0.0,65.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-05-07,12322.0,5.59,0.016666666666666666,0.0,61.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-08,13431.0,4.7,0.0,0.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-09,12851.0,6.49,0.0,0.0,64.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-05-10,11100.0,6.71,0.0,0.0,70.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-11,12139.0,4.92,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-12,12067.0,10.51,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-13,11780.0,15.66,0.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-14,12617.0,7.16,0.0,0.0,54.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-15,13651.0,10.07,0.0,0.0,61.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-16,11208.0,7.83,0.22,0.0,67.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-05-17,10942.0,4.47,0.3,0.0,70.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-05-18,10445.0,4.92,0.25333333333333335,0.0,75.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-05-19,12068.0,6.04,0.8733333333333334,0.0,72.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-20,12986.0,14.76,0.0,0.0,59.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-21,6983.0,7.16,0.11,0.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-05-22,12531.0,10.51,0.19000000000000003,0.0,57.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-23,12720.0,7.83,0.0,0.0,54.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-24,13579.0,8.05,0.0,0.0,60.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-25,12009.0,11.63,0.0,0.0,68.5,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-26,11354.0,10.96,0.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-27,11475.0,8.72,0.0033333333333333335,0.0,75.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-28,11638.0,6.26,0.0,0.0,73.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-05-29,12067.0,7.61,0.0,0.0,72.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-05-30,12672.0,10.96,0.0,0.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-05-31,10928.0,11.86,0.0,0.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-01,8106.0,8.28,0.8300000000000001,0.0,74.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-02,8055.0,10.74,1.4466666666666665,0.0,66.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-03,9882.0,10.51,0.08666666666666667,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-04,6360.0,9.62,0.21,0.0,58.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-05,11082.0,4.92,0.25,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-06,12685.0,8.95,0.01,0.0,66.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-07,11675.0,9.17,0.0,0.0,67.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-08,9967.0,12.75,0.23333333333333336,0.0,66.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-09,11772.0,11.63,0.6266666666666666,0.0,72.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-10,11590.0,7.16,0.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-11,11854.0,7.83,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-12,10872.0,9.62,0.01,0.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-06-13,11768.0,6.04,0.0,0.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-06-14,9515.0,4.92,0.17666666666666667,0.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-15,9987.0,6.04,0.41,0.0,77.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-16,11500.0,9.17,0.016666666666666666,0.0,78.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-17,11175.0,4.92,0.06,0.0,73.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-18,9995.0,6.26,0.3166666666666667,0.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-19,12024.0,6.93,0.39666666666666667,0.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-20,9318.0,6.49,0.79,0.0,77.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-21,8784.0,9.17,1.3466666666666667,0.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-22,11263.0,7.61,0.0,0.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-23,9190.0,10.51,0.27999999999999997,0.0,79.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-24,12590.0,8.5,0.6433333333333334,0.0,70.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-25,11131.0,5.82,0.16666666666666666,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2015-06-26,13042.0,5.82,0.49333333333333335,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-27,3305.0,10.51,1.0466666666666666,0.0,67.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-28,11621.0,8.5,1.5433333333333332,0.0,67.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2015-06-29,12205.0,7.61,0.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2015-06-30,11980.0,8.95,0.0033333333333333335,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2015-07-01,11223.0,6.93,1.0666666666666667,0.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2015-07-02,11257.0,4.25,0.17,0.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-07-03,12791.0,3.8,0.06,0.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-07-04,10288.0,3.13,0.32,0.0,70.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2015-07-05,12199.0,3.8,0.3466666666666667,0.0,69.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-07-06,10902.0,7.16,0.016666666666666666,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-07-07,12223.0,8.28,0.14666666666666667,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-08,9495.0,8.05,0.37333333333333335,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2015-07-09,11045.0,7.38,0.33,0.0,81.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-10,13013.0,9.62,0.09333333333333334,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-11,12420.0,4.92,0.056666666666666664,0.0,71.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-07-12,11711.0,4.47,0.0,0.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-13,10224.0,4.47,0.01,0.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-14,11591.0,7.16,0.02666666666666667,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-07-15,12088.0,10.74,0.02,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-16,13257.0,6.71,0.0,0.0,66.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-07-17,12627.0,8.28,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-18,11096.0,7.83,0.013333333333333334,0.0,77.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-19,10148.0,5.82,0.03333333333333333,0.0,79.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-20,10856.0,6.93,0.0,0.0,82.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-21,11811.0,6.71,0.0,0.0,81.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-22,12934.0,9.4,0.03666666666666667,0.0,71.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-23,12992.0,6.49,0.0,0.0,70.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-24,13339.0,6.71,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-25,12902.0,7.38,0.0,0.0,72.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-26,11314.0,11.41,0.0,0.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-27,10919.0,5.82,0.64,0.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2015-07-28,11976.0,4.25,0.07333333333333333,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2015-07-29,12170.0,8.5,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-07-30,10808.0,8.05,0.18333333333333335,0.0,78.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2015-07-31,12396.0,7.83,0.5966666666666667,0.0,73.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-01,12043.0,6.93,0.0,0.0,75.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-02,11447.0,6.49,0.0,0.0,72.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-03,12085.0,9.62,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-08-04,11626.0,7.38,0.013333333333333334,0.0,72.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-08-05,12501.0,6.26,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-06,12617.0,7.61,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-07,12181.0,8.5,0.043333333333333335,0.0,69.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-08,12970.0,8.28,0.0,0.0,70.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-09,11651.0,7.38,0.0,0.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-10,10494.0,10.51,0.41333333333333333,0.0,71.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-08-11,11342.0,9.17,0.25,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2015-08-12,12485.0,10.51,0.07666666666666666,0.0,71.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-13,12435.0,6.49,0.0,0.0,69.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-14,12549.0,4.47,0.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-15,12082.0,7.61,0.0,0.0,69.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-16,10192.0,6.93,0.0,0.0,71.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-17,10971.0,8.05,0.0,0.0,75.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-18,11595.0,6.49,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-19,11966.0,9.62,0.0,0.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2015-08-20,10192.0,7.83,0.12333333333333334,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
