,total_demand,avg_wind_speed,prcp,snowfall,temp_obs,weekend,holiday,qt_1,qt_2,qt_3,qt_4,foggy,rainy,snowy,windy
2012-01-01,2260.0,8.72,0.0,0.0,38.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-01-02,1937.0,13.87,0.02,0.0,34.5,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-03,2219.0,15.66,0.0,0.0,28.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
2012-01-04,2357.0,7.61,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-05,3251.0,4.92,0.0,0.0,32.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2012-01-06,4054.0,7.38,0.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-07,4480.0,7.61,0.0,0.0,39.5,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2012-01-08,3408.0,8.05,0.0,0.0,38.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-09,2325.0,3.8,0.05333333333333334,0.19999999999999998,32.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0
2012-01-10,3573.0,6.71,0.08333333333333333,0.0,32.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-01-11,2166.0,6.26,0.17,0.0,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-01-12,4063.0,7.83,0.9033333333333333,0.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-01-13,3190.0,14.99,0.023333333333333334,0.0,34.5,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-01-14,2470.0,8.72,0.0,0.0,28.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-15,2292.0,9.62,0.0,0.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-16,2277.0,10.51,0.01,0.0,23.5,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-01-17,2913.0,13.87,0.19999999999999998,0.0,42.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-01-18,3353.0,16.55,0.06,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-19,3278.0,9.62,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-20,3126.0,8.28,0.016666666666666666,0.16666666666666666,33.5,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
2012-01-21,1284.0,9.4,0.2833333333333333,0.7666666666666666,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0
2012-01-22,1954.0,7.83,0.0,0.0,29.5,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0
2012-01-23,2411.0,4.7,0.01,0.0,32.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-01-24,4295.0,4.7,0.036666666666666674,0.0,42.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-01-25,4234.0,6.26,0.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-26,4027.0,3.8,0.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-01-27,3418.0,13.65,0.38000000000000006,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1
2012-01-28,3989.0,8.28,0.06666666666666667,0.0,40.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-29,3206.0,10.51,0.0,0.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-30,3585.0,8.95,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-01-31,4476.0,11.18,0.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-01,4545.0,7.38,0.12333333333333334,0.0,43.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-02-02,3737.0,8.95,0.08666666666666667,0.0,48.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-02-03,4118.0,6.93,0.0033333333333333335,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-04,2797.0,5.14,0.02666666666666667,0.0,35.5,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-02-05,2913.0,7.38,0.06,0.0,38.5,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-02-06,3757.0,5.59,0.0,0.0,30.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-07,4351.0,6.71,0.0,0.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-08,2783.0,5.82,0.03666666666666667,0.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0
2012-02-09,3792.0,8.28,0.06333333333333334,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-10,3797.0,4.92,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-02-11,2153.0,13.65,0.23666666666666666,0.1,34.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0
2012-02-12,1513.0,16.55,0.09000000000000001,0.05,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
2012-02-13,3397.0,6.26,0.0,0.0,26.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-14,3885.0,5.82,0.0,0.0,33.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-15,4130.0,7.83,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-16,2982.0,3.58,0.03,0.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-02-17,4112.0,9.17,0.06333333333333334,0.0,42.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-02-18,4270.0,8.5,0.0,0.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-19,2669.0,9.62,0.02666666666666667,0.0,37.5,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0
2012-02-20,3091.0,9.4,0.0,0.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-21,3749.0,8.72,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-22,4736.0,10.07,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-23,5015.0,7.61,0.0,0.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-02-24,3459.0,9.84,0.14666666666666667,0.0,48.5,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1
2012-02-25,2689.0,18.12,0.25,0.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
2012-02-26,3360.0,8.72,0.0,0.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-27,4286.0,11.18,0.0,0.0,35.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-28,4333.0,8.05,0.0,0.0,40.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-02-29,1815.0,7.61,0.48,0.0,40.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-01,4935.0,10.07,0.89,0.0,56.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-02,3154.0,5.82,0.11333333333333334,0.0,45.5,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1
2012-03-03,4020.0,8.28,0.9400000000000001,0.0,52.5,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-04,3378.0,13.65,0.006666666666666667,0.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-05,3308.0,10.29,0.0,0.0,34.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
2012-03-06,3925.0,8.5,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-07,4874.0,14.54,0.0,0.0,44.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-08,5324.0,19.01,0.0033333333333333335,0.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-03-09,4525.0,16.78,0.01,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-03-10,4072.0,8.95,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-11,4865.0,9.62,0.0,0.0,39.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-12,5251.0,8.72,0.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-13,5788.0,9.4,0.006666666666666667,0.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-03-14,6250.0,5.14,0.0,0.0,55.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-15,6129.0,6.71,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-03-16,4330.0,4.03,0.006666666666666667,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-17,7755.0,4.7,0.02,0.0,49.5,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-18,5832.0,4.92,0.006666666666666667,0.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-19,6101.0,6.71,0.0033333333333333335,0.0,55.5,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-03-20,6041.0,4.25,0.2966666666666667,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1
2012-03-21,6169.0,3.8,0.0,0.0,58.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-22,6811.0,4.47,0.0,0.0,59.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-23,8264.0,5.14,0.0,0.0,60.5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-24,3337.0,8.72,0.03333333333333333,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-25,4937.0,9.17,0.3033333333333333,0.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0
2012-03-26,5511.0,17.0,0.0,0.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-27,5047.0,7.61,0.0,0.0,34.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-28,5639.0,11.86,0.0033333333333333335,0.0,49.5,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-03-29,6055.0,13.65,0.0033333333333333335,0.0,55.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-03-30,5411.0,5.59,0.0,0.0,44.5,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
2012-03-31,6172.0,10.51,0.0,0.0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2012-04-01,5979.0,6.71,0.023333333333333334,0.0,47.5,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-04-02,5881.0,12.75,0.12333333333333334,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-04-03,6705.0,3.8,0.0,0.0,43.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-04,6383.0,8.05,0.0,0.0,53.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2012-04-05,6388.0,8.28,0.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-06,6411.0,13.2,0.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-07,6806.0,11.18,0.0,0.0,44.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-08,5127.0,9.62,0.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-09,5544.0,14.99,0.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-04-10,5867.0,10.74,0.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-11,4818.0,11.86,0.0033333333333333335,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-04-12,5352.0,11.86,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-13,6332.0,6.49,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-14,7367.0,8.28,0.0,0.0,48.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-15,7055.0,9.84,0.0,0.0,61.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-16,6303.0,11.18,0.0,0.0,69.5,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-17,6619.0,11.18,0.0,0.0,68.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-04-18,4334.0,6.71,0.016666666666666666,0.0,57.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-04-19,6486.0,3.13,0.09333333333333334,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-04-20,7202.0,6.49,0.0,0.0,54.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-21,6540.0,12.3,0.05333333333333334,0.0,62.5,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-04-22,1000.0,15.21,0.5599999999999999,0.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1
2012-04-23,3158.0,11.86,0.9366666666666669,0.0,40.5,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-04-24,5564.0,9.84,0.06,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-25,6137.0,5.59,0.0,0.0,46.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-26,4989.0,8.95,0.01,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-04-27,6181.0,13.87,0.006666666666666667,0.0,50.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-04-28,4176.0,5.14,0.06,0.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-04-29,6243.0,4.7,0.18333333333333335,0.0,46.5,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-04-30,5528.0,6.71,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-01,5693.0,6.26,0.15666666666666665,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-02,6102.0,6.49,0.02666666666666667,0.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-03,6358.0,6.49,0.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-04,6214.0,5.14,0.04,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1
2012-05-05,6822.0,7.16,0.0033333333333333335,0.0,66.5,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1
2012-05-06,6290.0,6.26,0.01,0.0,67.5,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-07,6209.0,9.84,0.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-08,5689.0,12.3,0.01,0.0,61.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-05-09,4674.0,8.05,0.37999999999999995,0.0,66.5,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1
2012-05-10,6500.0,12.97,0.25666666666666665,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-11,6943.0,9.4,0.0,0.0,54.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-12,7334.0,5.37,0.0,0.0,59.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2012-05-13,6064.0,9.62,0.0,0.0,63.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-14,2819.0,8.28,0.14666666666666667,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-15,5073.0,5.37,0.9766666666666667,0.0,67.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1
2012-05-16,7255.0,6.04,0.05000000000000001,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-17,7287.0,9.4,0.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-18,7556.0,5.82,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-19,8199.0,3.58,0.0,0.0,55.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-20,7042.0,11.41,0.0033333333333333335,0.0,62.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-21,4317.0,8.72,0.15333333333333332,0.0,64.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-05-22,5992.0,4.7,0.05333333333333334,0.0,65.5,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-23,5199.0,4.03,0.12666666666666668,0.0,71.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1
2012-05-24,6705.0,7.38,0.21,0.0,71.5,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-05-25,6668.0,6.26,0.21666666666666667,0.0,73.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-05-26,6471.0,8.28,0.0,0.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-27,6535.0,8.72,0.016666666666666666,0.0,73.5,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1
2012-05-28,5991.0,7.83,0.09999999999999999,0.0,73.5,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-05-29,5686.0,11.41,0.17,0.0,77.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1
2012-05-30,6769.0,5.59,0.3466666666666667,0.0,67.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-05-31,7262.0,8.28,0.0,0.0,70.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-01,4078.0,8.72,0.4066666666666667,0.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1
2012-06-02,8025.0,8.05,1.2166666666666666,0.0,63.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-03,7549.0,7.61,0.0,0.0,67.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-06-04,6905.0,12.75,0.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-05,6941.0,8.28,0.0,0.0,59.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-06-06,6982.0,3.8,0.01,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-06-07,7410.0,7.38,0.0,0.0,61.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2012-06-08,7655.0,6.93,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-09,7421.0,6.26,0.0,0.0,74.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-10,6532.0,5.59,0.0,0.0,76.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-11,6590.0,8.95,0.0,0.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-12,4916.0,8.72,0.12333333333333334,0.0,70.5,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-06-13,7353.0,14.54,0.04666666666666667,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-14,7299.0,10.07,0.06999999999999999,0.0,66.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-15,7581.0,6.93,0.0,0.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-16,7630.0,7.16,0.0,0.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-17,6906.0,6.71,0.0,0.0,65.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-18,5051.0,7.38,0.19666666666666668,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-06-19,6756.0,6.26,0.08333333333333333,0.0,69.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-20,6137.0,4.7,0.0,0.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-06-21,5825.0,5.14,0.0,0.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2012-06-22,5759.0,6.71,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0
2012-06-23,7373.0,7.38,0.02666666666666667,0.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-24,6823.0,6.49,0.0,0.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-25,6706.0,12.75,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-06-26,7362.0,13.87,0.0,0.0,63.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-27,7253.0,10.96,0.0,0.0,69.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-28,6798.0,7.16,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2012-06-29,5395.0,8.5,0.19666666666666666,0.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1
2012-06-30,5624.0,5.37,0.37333333333333335,0.0,75.5,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0
2012-07-01,5454.0,7.16,0.06666666666666667,0.0,81.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2012-07-02,6158.0,8.28,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-03,6582.0,4.92,0.01,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-07-04,7314.0,6.71,0.04,0.0,79.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-07-05,6199.0,8.05,0.0,0.0,82.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-06,6140.0,6.26,0.0,0.0,85.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-07,4789.0,6.93,0.0,0.0,84.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2012-07-08,4614.0,5.82,0.22999999999999998,0.0,88.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-07-09,6510.0,7.16,0.31333333333333335,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-07-10,6240.0,6.93,0.19999999999999998,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-07-11,7192.0,6.04,0.27,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-12,7375.0,6.49,0.0,0.0,70.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-13,7423.0,3.58,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-07-14,6891.0,5.82,0.08333333333333333,0.0,68.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
2012-07-15,5952.0,6.71,0.04,0.0,77.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-07-16,6767.0,6.04,0.023333333333333334,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-07-17,6717.0,5.82,0.02666666666666667,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2012-07-18,5667.0,6.93,0.0,0.0,82.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2012-07-19,6546.0,6.71,0.33666666666666667,0.0,79.5,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1
2012-07-20,5818.0,8.72,0.8966666666666666,0.0,73.5,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
2012-07-21,4416.0,8.5,0.4366666666666667,0.0,65.5,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
2012-07-22,7338.0,4.03,0.12,0.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-23,6885.0,6.26,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
2012-07-24,7528.0,9.4,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-07-25,8091.0,7.38,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-26,6807.0,10.51,0.0,0.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
2012-07-27,6840.0,7.16,0.0,0.0,82.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-28,6608.0,6.93,0.09000000000000001,0.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-07-29,6524.0,7.38,0.01,0.0,74.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-07-30,7034.0,6.49,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2012-07-31,7137.0,6.04,0.013333333333333334,0.0,75.5,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-08-01,7511.0,5.82,0.02666666666666667,0.0,72.5,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
2012-08-02,7163.0,5.59,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2012-08-03,7089.0,8.95,0.0,0.0,78.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-08-04,6737.0,10.74,0.0,0.0,79.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2012-08-05,5395.0,11.63,0.01,0.0,80.5,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-08-06,6909.0,6.49,0.17333333333333334,0.0,77.5,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-08-07,7201.0,4.47,0.0033333333333333335,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
2012-08-08,7436.0,4.92,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-08-09,7189.0,7.38,0.0,0.0,77.5,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
2012-08-10,5718.0,10.07,0.2833333333333333,0.0,70.5,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
2012-08-11,6232.0,8.28,0.30333333333333334,0.0,74.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0
